Title,URL,Text,Tag,Author,Date
"In Birth-Control Insurance Fight, Planned Parenthood is Anti-Choice",https://theobjectivestandard.com/2012/02/in-birth-control-fight-planned-parenthood-is-anti-choice/,"Planned Parenthood claims to uphold freedom of choice for women in planning their families and their broader lives. Yet the organization seeks to force people to buy birth-control insurance coverage against their will (whether they use birth control or not). Thus, Planned Parenthood is anti-choice when it comes to people’s…","Politics & Rights, Science & Technology",Ari Armstrong,"February 11, 2012"
"The Government Should Extend Freedom, not HARP",https://theobjectivestandard.com/2012/02/the-government-should-extend-freedom-not-harp/,"President Obama recently announced an expansion of the Federal Government’s Home Affordable Refinance Program (HARP). This new initiative seeks to help homeowners who can not refinance their mortgages at today’s low rates because their homes’ values have dropped below their mortgage balances. Obama, who places the blame for the crisis squarely…",Politics & Rights,Michael A. LaFerrara,"February 11, 2012"
"Interview with Cynthia Farahat on Growing Up in Egypt, Discovering Ayn Rand, and Fighting Islamists",https://theobjectivestandard.com/2012/02/interview-with-cynthia-farahat/,"Cynthia Farahat is an Egyptian political activist, writer and researcher. She co-founded the Liberal Egyptian Party (2006–2008) and served as a member of its political committee. In 2008-2009, she was program coordinator and program officer at the Friedrich Naumann Foundation for Liberty in Cairo, a multi-national free market think tank.…","Ayn Rand & Objectivism, History, Philosophy, Politics & Rights",Joshua Lipana,"February 10, 2012"
Not Only Catholics Should be Angered by Birth Control Mandates,https://theobjectivestandard.com/2012/02/not-only-catholics-should-be-angered-by-birth-control-mandates/,"Conservatives and Catholics have lambasted President Obama over his plan to force insurance providers, including Catholic ones, to cover birth control. Wayne Laugesen explains for the Colorado Springs Gazette: President Barack Obama’s administration finalized orders last week that will force all Americans, with few exceptions, to buy health insurance plans…","Philosophy, Politics & Rights, Science & Technology",Ari Armstrong,"February 8, 2012"
Liability Reform Shouldn’t Be Limited to Space Industry,https://theobjectivestandard.com/2012/02/liability-reform-shouldnt-be-limited-to-space-industry/,"Colorado legislators are considering a bill to limit the liability of spaceflight companies. The bill’s sponsor says the measure would recognize “the inherent risks of spaceflight activity,” reports the Denver Post. New Mexico’s legislature also took up legislation to limit the liability of space companies. No doubt abusive litigation in America has…","Politics & Rights, Science & Technology",Ari Armstrong,"February 8, 2012"
End Tax Favoritism for Wind Energy,https://theobjectivestandard.com/2012/02/end-tax-favoritism-for-wind-energy/,"Yesterday seven members of Colorado’s Congressional delegation urged continuation of the wind energy production tax credit, calling on a conference committee to tack the credit onto a bill to temporarily reduce the payroll tax. (An eighth member later added his name.) Twenty-three governors also recently advocated extension of the wind…","Politics & Rights, Science & Technology",Ari Armstrong,"February 8, 2012"
Israel Should Obliterate the Iranian Regime,https://theobjectivestandard.com/2012/02/israel-should-obliterate-the-iranian-regime/,"President Obama is feverishly trying to dissuade Israel from attacking Iran’s nuclear facilities, warning of the “disruptive” consequence such an attack would have on oil prices and regional security. Instead, Obama is encouraging more diplomacy. The Iranian regime continues to fund and support Islamist terrorist groups such as Hamas and…",Politics & Rights,Joshua Lipana,"February 6, 2012"
Message to Gov. Christie and His Critics: Gay Marriage is a Moral Right,https://theobjectivestandard.com/2012/02/message-to-gov-christie-and-his-critics-gay-marriage-is-a-moral-right/,"New Jersey Governor Chris Christie ignited a political furor when he vowed to veto a bill recently introduced in the state legislature legalizing gay marriage because he believed the issue should be decided by popular vote through a public referendum. In so doing, he said ""I think people would have…",Politics & Rights,Michael A. LaFerrara,"February 6, 2012"
The Key to Eating and Acting Without Regret,https://theobjectivestandard.com/2012/02/the-key-to-eating-and-acting-without-regret/,Peter Bregman loves buffets. He loves the variety they offer. He loves the opportunity he gets to taste many different dishes. And he loves the low cost of being able to eat so much. But invariably Bregman leaves feeling uncomfortable and exhausted—full not just of food but also of regret.…,Good Living,Daniel Wahl,"February 4, 2012"
Human Rights Watch is Wrong on Islam and Politics,https://theobjectivestandard.com/2012/02/human-rights-watch-is-wrong-on-islam-and-politics/,"Human Rights Watch (HRW) is urging the West to respect the rise of political Islam in the Middle East, saying, ""The international community must … come to terms with political Islam when it represents a majority preference."" Instead of being unsympathetic to political Islam, says HRW, the West should encourage Islamist…",Politics & Rights,Joshua Lipana,"February 4, 2012"
What's So Super About the Super Bowl?,https://theobjectivestandard.com/2012/02/whats-so-super-about-the-super-bowl/,"When more than 100 million Americans tune in to watch the game, advertisers pay up to $4 million for 30-second commercial spots, and a nation consumes food on a scale rivaling Thanksgiving, Super Bowl Sunday can safely be declared a de facto national holiday. As Evan Weiner, a sports writer…",Arts & Culture,Joseph Kellard,"February 2, 2012"
Three Ways iDoneThis Helps Me Get Things Done,https://theobjectivestandard.com/2012/02/three-ways-idonethis-helps-me-get-things-done/,"If you’re looking for a useful app to boost your productivity, I recommend iDoneThis, which I’ve used every day for the past six months. Here are three ways the app helps me get more things done: 1. It enables me to effortlessly keep track of what I’ve done and thus…",Good Living,Daniel Wahl,"February 2, 2012"
Have a Selfish Randsday!,https://theobjectivestandard.com/2012/02/have-a-selfish-randsday/,Randsday celebrates the birthday of the philosopher who codified the virtue of selfishness and made the moral argument for a free society.,Ayn Rand & Objectivism,Craig Biddle,"February 2, 2012"
There is No ‘Right to Work’ Against an Employer’s Consent,https://theobjectivestandard.com/2012/02/there-is-no-right-to-work-against-an-employers-consent/,"People have the right to associate voluntarily and to contract by mutual consent. Those rights have long been under assault by the “progressive” left; now they are attacked by conservatives as well. Today Mitch Daniels, governor of Indiana, signed a “right to work” bill that further erodes freedom of contract.…",Politics & Rights,Ari Armstrong,"February 1, 2012"
Texas Anti-Abortion Law Violates Rights to Liberty and Freedom of Speech,https://theobjectivestandard.com/2012/01/texas-anti-abortion-law-violates-rights-to-liberty-and-freedom-of-speech/,"Earlier this month, the Fifth Circuit Court of Appeals upheld a Texas law that forces women seeking an abortion to obtain a sonogram and wait 24 hours before being able to act according to their own judgment. The law also requires doctors to present information and claims that neither doctor…",Politics & Rights,Ari Armstrong,"January 31, 2012"
Gingrich Seeks to Violate Rights of Women and Doctors to Engage in Fertility Care,https://theobjectivestandard.com/2012/01/gingrich-seeks-to-violate-rights-of-women-and-doctors/,"The spectacle of Newt Gingrich—of all people—trying to dictate the family planning of others is ludicrous. Yet Gingrich’s recent call for more rules controlling in vitro fertility treatments raises an important issue: Under the proposed anti-abortion “personhood” laws that Gingrich endorses, common fertility treatments would be outlawed. The result would…",Politics & Rights,Ari Armstrong,"January 30, 2012"
The Grey: A Great Reminder of Crucial Truths,https://theobjectivestandard.com/2012/01/the-grey-a-great-reminder-of-crucial-truths/,"Could you survive deep in the Alaskan wilderness and make your way out with only the resources from a crashed airplane? That’s the stark challenge faced by the seven protagonists of the movie The Grey, starring Liam Neeson. An airplane carrying Alaskan oil field workers crashes during a storm, and…",Arts & Culture,Paul Hsieh,"January 30, 2012"
"Obama Should Help End All Energy Subsidies, Not Play Favorites",https://theobjectivestandard.com/2012/01/obama-should-help-end-all-energy-subsidies-not-play-favorites/,"President Obama is schizophrenic in his energy proposals. In a Thursday address at Buckley Air Force Base, Obama said he wants “the same set of rules for everyone.” Yet, on one hand, he said he wants to end subsidies and “taxpayer giveaways” to oil companies, while on the other hand…",Science & Technology,Ari Armstrong,"January 28, 2012"
Warren Buffett Immorally Calls for Tax Hikes on Top Producers,https://theobjectivestandard.com/2012/01/warren-buffett-immorally-calls-for-tax-hikes-on-top-producers/,"Warren Buffett so loves the idea of higher taxes on the wealthy that the proposal to accomplish that even bears his name: the “Buffett Rule.” This week Buffett seconded Barack Obama’s call for “a minimum effective tax rate of 30 percent on those who earn a million dollars or more,”…",Economics,Ari Armstrong,"January 27, 2012"
